Gain [dB],Phase [rads.],Amplitude [dBm],Frequency [GHz]
8.1067,6.283185307179586,-42.56461334228516,5.965
8.2044,0.017789567803776943,-42.80780792236328,5.965
8.2044,0.1605746800300799,-43.3765754699707,5.965
8.2044,0.30233989859762367,-43.16188049316406,5.965
8.2044,0.4451250108239269,-43.16952133178711,5.965
8.2044,0.5879101230502298,-43.28400802612305,5.965
8.2044,0.7296753416177736,-14.146926879882812,6.005257510729614
8.2044,0.8724604538440768,-9.618202209472656,6.007660944206009
8.2044,1.0142256724116203,-7.70823860168457,6.009062947067239
8.2044,1.1570107846379236,-6.8114013671875,6.010264663805436
8.2044,1.2997958968642267,-6.5037994384765625,6.0114663805436335
8.2044,1.4415611154317702,-5.343545913696289,6.012668097281831
8.2044,1.5843462276580733,-4.811649322509766,6.013869814020029
8.2044,1.7271313398843766,-4.277650833129883,6.015271816881259
8.2044,1.86889655845192,-4.15772819519043,6.016273247496423
8.2044,2.011681670678223,-3.686134338378906,6.017474964234621
8.2044,2.153446889245767,-3.828502655029297,6.0184763948497855
8.2044,2.2962320014720703,-3.1727733612060547,6.019678111587983
8.2044,2.4390171136983736,-3.609851837158203,6.020679542203147
8.2044,2.5807823322659167,-3.268253326416016,6.021680972818312
8.2044,2.72356744449222,-2.634925842285156,6.022882689556509
8.2044,2.8663525567185233,-3.1522884368896484,6.023884120171674
8.2044,3.008117775286067,-2.4493236541748047,6.025085836909871
8.2044,3.1509028875123697,-3.070444107055664,6.026087267525035
8.2044,3.2926681060799137,-2.376779556274414,6.027288984263233
8.2044,3.4354532183062165,-2.3907833099365234,6.028490701001432
8.2044,3.5782383305325194,-2.453828811645508,6.029492131616595
8.2044,3.720003549100063,-2.4839019775390625,6.030693848354793
8.2044,3.862788661326366,-3.068155288696289,6.032095851216024
8.2044,4.005573773552669,-2.845161437988281,6.033297567954221
8.2044,4.147338992120214,-3.536203384399414,6.034699570815451
8.2044,4.290124104346516,-3.359537124633789,6.036101573676681
8.2044,4.431889322914061,-3.957447052001953,6.037503576537912
8.2044,4.574674435140364,-3.612117767333984,6.038905579399142
8.2044,4.717459547366666,-4.671445846557617,6.040507868383405
8.2044,4.8592247659342105,-4.72410774230957,6.042110157367668
8.2044,5.0020098781605125,-5.850645065307617,6.043912732474964
8.2044,5.144794990386816,-8.050853729248047,6.047317596566524
8.2044,5.28656020895436,-3.385812759399414,6.036502145922746
8.2044,5.286749202571742,-14.240234375,6.049721030042918
8.2044,5.429534314798045,-16.667922973632812,6.050722460658083
8.2044,5.57129953336559,-21.450767517089844,6.05192417739628
8.2044,5.714084645591892,-43.27616500854492,5.965
8.2044,5.856869757818195,-43.70692825317383,5.965
8.2044,5.9986349763857385,-42.7249641418457,5.965
8.2044,6.141420088612042,-43.464786529541016,5.965
8.2044,6.283185307179586,-43.22079849243164,5.965
8.3022,0.017789567803776943,-42.73802185058594,5.965
8.3022,0.1605746800300799,-42.77820587158203,5.965
8.3022,0.30233989859762367,-43.06211853027344,5.965
8.3022,0.4451250108239269,-43.57064056396485,5.965
8.3022,0.5879101230502298,-43.14495468139648,5.965
8.3022,0.7296753416177736,-12.235755920410156,6.005658082975679
8.3022,0.8724604538440768,-8.800460815429688,6.007460658082976
8.3022,1.0142256724116203,-7.303050994873047,6.008862660944207
8.3022,1.1570107846379236,-6.4377288818359375,6.010064377682403
8.3022,1.2997958968642267,-6.374794006347656,6.011266094420601
8.3022,1.4415611154317702,-5.102176666259766,6.012467811158798
8.3022,1.5843462276580733,-4.588413238525391,6.013869814020029
8.3022,1.7271313398843766,-4.207868576049805,6.0150715307582265
8.3022,1.86889655845192,-3.7410736083984375,6.01607296137339
8.3022,2.011681670678223,-4.030511856079102,6.017274678111588
8.3022,2.153446889245767,-3.200315475463867,6.0184763948497855
8.3022,2.2962320014720703,-3.563688278198242,6.01947782546495
8.3022,2.4390171136983736,-2.8047046661376958,6.020679542203147
8.3022,2.5807823322659167,-2.6020641326904297,6.021680972818312
8.3022,2.72356744449222,-3.140432357788086,6.0226824034334765
8.3022,2.8663525567185233,-2.392385482788086,6.023884120171674
8.3022,3.008117775286067,-2.962156295776367,6.024885550786839
8.3022,3.1509028875123697,-2.263477325439453,6.026087267525035
8.3022,3.2926681060799137,-2.8435287475585938,6.027088698140201
8.3022,3.4354532183062165,-2.8822269439697266,6.028290414878398
8.3022,3.5782383305325194,-2.8907909393310547,6.029492131616595
8.3022,3.720003549100063,-2.92510986328125,6.030693848354793
8.3022,3.862788661326366,-2.425172805786133,6.03189556509299
8.3022,4.005573773552669,-3.152887344360352,6.033297567954221
8.3022,4.147338992120214,-2.633991241455078,6.034499284692418
8.3022,4.290124104346516,-3.348604202270508,6.035901287553648
8.3022,4.431889322914061,-3.379772186279297,6.0373032904148785
8.3022,4.574674435140364,-3.837106704711914,6.038905579399142
8.3022,4.717459547366666,-4.092151641845703,6.040307582260372
8.3022,4.8592247659342105,-4.7481231689453125,6.041909871244636
8.3022,5.0020098781605125,-4.983602523803711,6.043712446351932
8.3022,5.144794990386816,-6.903976440429688,6.046516452074393
8.3022,5.28656020895436,-3.3435306549072266,6.036502145922746
8.3022,5.286749202571742,-12.622703552246094,6.0499213161659515
8.3022,5.429534314798045,-15.795539855957031,6.050922746781116
8.3022,5.57129953336559,-19.263084411621094,6.052124463519313
8.3022,5.714084645591892,-25.65398406982422,6.053326180257511
8.3022,5.856869757818195,-43.33136749267578,5.965
8.3022,5.9986349763857385,-43.260520935058594,5.965
8.3022,6.141420088612042,-42.560916900634766,5.965
8.3022,6.283185307179586,-42.72036743164063,5.965
8.4,0.017789567803776943,-42.77277374267578,5.965
8.4,0.1605746800300799,-43.58463668823242,5.965
8.4,0.30233989859762367,-43.1222038269043,5.965
8.4,0.4451250108239269,-43.48027420043945,5.965
8.4,0.5879101230502298,-42.57126998901367,5.965
8.4,0.7296753416177736,-10.516725540161133,6.005658082975679
8.4,0.8724604538440768,-8.316476821899414,6.0072603719599424
8.4,1.0142256724116203,-7.408763885498047,6.0086623748211725
8.4,1.1570107846379236,-6.652029037475586,6.009864091559371
8.4,1.2997958968642267,-5.827903747558594,6.011065808297569
8.4,1.4415611154317702,-4.901102066040039,6.012467811158798
8.4,1.5843462276580733,-4.724704742431641,6.013669527896996
8.4,1.7271313398843766,-4.554616928100586,6.014871244635193
8.4,1.86889655845192,-4.12059211730957,6.01607296137339
8.4,2.011681670678223,-3.367225646972656,6.017274678111588
8.4,2.153446889245767,-3.634073257446289,6.018276108726752
8.4,2.2962320014720703,-2.819164276123047,6.019277539341917
8.4,2.4390171136983736,-3.237735748291016,6.020479256080114
8.4,2.5807823322659167,-2.9964675903320312,6.021480686695279
8.4,2.72356744449222,-2.3765430450439453,6.0226824034334765
8.4,2.8663525567185233,-2.882392883300781,6.023683834048641
8.4,3.008117775286067,-2.521717071533203,6.024885550786839
8.4,3.1509028875123697,-2.394248962402344,6.025886981402003
8.4,3.2926681060799137,-2.646686553955078,6.027088698140201
8.4,3.4354532183062165,-2.431306838989258,6.028290414878398
8.4,3.5782383305325194,-2.180551528930664,6.029492131616595
8.4,3.720003549100063,-2.367755889892578,6.030693848354793
8.4,3.862788661326366,-2.822086334228516,6.03189556509299
8.4,4.005573773552669,-2.3716869354248047,6.033097281831187
8.4,4.147338992120214,-3.1379528045654297,6.034499284692418
8.4,4.290124104346516,-3.152202606201172,6.035901287553648
8.4,4.431889322914061,-3.507173538208008,6.0373032904148785
8.4,4.574674435140364,-3.535898208618164,6.0387052932761085
8.4,4.717459547366666,-3.730754852294922,6.040307582260372
8.4,4.8592247659342105,-4.027959823608398,6.041709585121602
8.4,5.0020098781605125,-4.62858772277832,6.043512160228898
8.4,5.144794990386816,-6.673011779785156,6.046115879828326
8.4,5.28656020895436,-2.8990955352783203,6.03670243204578
8.4,5.286749202571742,-12.58954620361328,6.0499213161659515
8.4,5.429534314798045,-14.43438720703125,6.051123032904149
8.4,5.57129953336559,-17.115760803222656,6.052324749642346
8.4,5.714084645591892,-21.957809448242188,6.053526466380544
8.4,5.856869757818195,-42.90663146972656,5.965
8.4,5.9986349763857385,-43.12977600097656,5.965
8.4,6.141420088612042,-42.62639617919922,5.965
8.4,6.283185307179586,-43.10710525512695,5.965
