Gain [dB],Phase [rads.],Amplitude [dBm],frequency_lc
4.222784810126583,5.249243421188009,1.7771887314322716e-12,3816743.287500116
4.222784810126583,5.32877741241813,2.350261208128188e-12,3635148.948750111
4.222784810126583,5.408311403648252,6.560433623995807e-14,3455729.3925001053
4.222784810126583,5.487845394878374,1.0561514649703085e-14,3275222.4450000995
4.222784810126583,5.567379386108494,4.817263300188641e-14,3095802.8887500945
4.222784810126583,5.646913377338616,8.251517459944637e-14,2965315.93875009
4.222784810126583,5.726447368568738,7.250871259187031e-14,2798945.0775000853
4.222784810126583,5.805981359798858,8.174241686206962e-14,2640185.95500008
4.222784810126583,5.88551535102898,5.801117862220372e-13,2485776.397500076
4.222784810126583,5.9650493422591016,8.840712100133183e-14,2338978.578750071
4.222784810126583,6.044583333489222,7.042541962580338e-13,2187831.1950000664
4.222784810126583,6.124117324719344,2.109751630687156e-13,2041033.3762500621
4.222784810126583,6.2036513159494655,2.512835119776474e-13,1897497.7312500577
4.222784810126583,6.283185307179586,8.051214951310484e-14,-3914608.500000119
4.2784810126582276,0.0,1.479327969825117e-13,-1720252.9575000524
4.2784810126582276,0.07953399123012135,1.1113489066138597e-13,-1861613.8200000566
4.2784810126582276,0.1590679824602427,9.726803167621227e-13,-2006236.856250061
4.2784810126582276,0.23860197369036407,9.990828645387912e-14,-2154122.0662500653
4.2784810126582276,0.3181359649204854,1.0559293476060043e-13,-2305269.45000007
4.2784810126582276,0.39766995615060674,3.9252576576494274e-14,-2452067.268750075
4.2784810126582276,0.47720394738072813,3.7795398167440787e-13,-2608651.6087500793
4.2784810126582276,0.5567379386108494,1.0198941874168501e-13,-2769585.513750084
4.2784810126582276,0.6362719298409708,4.080249522877586e-14,-2931606.810000089
4.2784810126582276,0.7158059210710922,1.4461155869404203e-13,-3096890.2800000943
4.2784810126582276,0.7953399123012135,2.0499759513309055e-14,-3242600.7075000987
4.2784810126582276,0.8748739035313349,3.894974422968177e-14,-3423107.655000104
4.2784810126582276,0.9544078947614563,3.919818646034664e-14,-3606876.77625011
4.2784810126582276,1.0339418859915777,4.755933480852288e-14,-3788471.1150001152
4.2784810126582276,1.1134758772216988,1.4983217277450991e-13,-3984201.540000121
4.2784810126582276,1.1930098684518202,1.3785336181521513e-13,-4156009.3575001266
4.2784810126582276,1.2725438596819416,2.441820006736625e-13,4334341.522500132
4.2784810126582276,1.352077850912063,7.673670054196804e-15,4122300.2287501255
4.2784810126582276,1.4316118421421844,9.371559085822704e-14,3908084.152500119
4.2784810126582276,1.5111458333723056,3.009537849713191e-14,3698217.6412501126
4.2784810126582276,1.590679824602427,2.4200609576164333e-13,3486176.3475001063
4.2784810126582276,1.6702138158325484,4.650614399183042e-13,3273047.6625000997
4.2784810126582276,1.7497478070626697,4.343675029596039e-14,3057744.195000093
4.2784810126582276,1.8292817982927911,5.945148031169711e-14,2842440.7275000867
4.2784810126582276,1.9088157895229125,1.809828236109277e-15,2628224.65125008
4.2784810126582276,1.9883497807530337,3.553665705560851e-14,2414008.5750000733
4.2784810126582276,2.0678837719831553,8.300826633841645e-13,2187831.1950000664
4.2784810126582276,2.1474177632132765,4.695937128359467e-15,1976877.2925000603
4.2784810126582276,2.2269517544433977,4.796546885956346e-14,1761573.8250000535
4.2784810126582276,2.3064857456735193,7.828524428219242e-14,1546270.357500047
4.2784810126582276,2.3860197369036404,2.3083186190502915e-14,1335316.4550000406
4.2784810126582276,2.465553728133762,5.2829800769122815e-14,1128712.1175000344
4.2784810126582276,2.5450877193638832,5.822634365191799e-15,925369.9537500282
4.2784810126582276,2.6246217105940044,4.537376290983273e-14,726377.3550000221
4.2784810126582276,2.704155701824126,1.4381485850754075e-14,533909.1037500163
4.2784810126582276,2.783689693054247,4.313194940663577e-14,340353.46125001035
4.2784810126582276,2.863223684284369,9.441649792457855e-14,150059.99250000456
4.2784810126582276,2.94275767551449,2.5697845021302516e-13,-28272.17250000086
4.2784810126582276,3.022291666744611,7.561114374735937e-13,-202254.77250000616
4.2784810126582276,3.1018256579747328,1.4771686619757752e-13,534996.4950000163
4.2784810126582276,3.181359649204854,7.113101879928288e-14,-534996.4950000163
4.2784810126582276,3.2608936404349755,1.414621601811372e-13,202254.77250000616
4.2784810126582276,3.3404276316650967,2.5606008249060403e-13,28272.17250000086
4.2784810126582276,3.419961622895218,1.9123090467486608e-13,-150059.99250000456
4.2784810126582276,3.4994956141253395,1.569798014024495e-14,-340353.46125001035
4.2784810126582276,3.5790296053554607,2.9867086152985995e-14,-533909.1037500163
4.2784810126582276,3.6585635965855823,7.057375095675156e-14,-726377.3550000221
4.2784810126582276,3.7380975878157034,1.7628363793293827e-12,-925369.9537500282
4.2784810126582276,3.817631579045825,1.735975912214323e-14,-1128712.1175000344
4.2784810126582276,3.8971655702759462,1.8661744611587645e-14,-1335316.4550000406
4.2784810126582276,3.9766995615060674,6.410347423787278e-14,-1546270.357500047
4.2784810126582276,4.056233552736189,9.960198243839716e-14,-1761573.8250000535
4.2784810126582276,4.135767543966311,5.3163163203389744e-14,-1976877.2925000603
4.2784810126582276,4.215301535196431,1.8027998987404205e-14,-2190005.9775000666
4.2784810126582276,4.294835526426553,1.275024998730169e-12,-2414008.5750000733
4.2784810126582276,4.374369517656675,5.626167662180619e-13,-2628224.65125008
4.2784810126582276,4.453903508886795,6.333058395215814e-16,-2842440.7275000867
4.2784810126582276,4.533437500116917,3.8526795590164233e-14,-3057744.195000093
4.2784810126582276,4.6129714913470385,2.2725929707698952e-13,-3273047.6625000997
4.2784810126582276,4.692505482577159,4.472525446410774e-14,-3486176.3475001063
4.2784810126582276,4.772039473807281,1.1855088143637998e-13,-3698217.6412501126
4.2784810126582276,4.8515734650374025,1.148272175399981e-13,-3908084.152500119
4.2784810126582276,4.931107456267524,5.542236637575823e-14,-4122300.2287501255
4.2784810126582276,5.010641447497645,3.0174010421372245e-14,-4334341.522500132
4.2784810126582276,5.0901754387277665,1.7456060685628963e-13,4156009.3575001266
4.2784810126582276,5.169709429957888,2.0889780740047205e-15,3984201.540000121
4.2784810126582276,5.249243421188009,1.0481286204486277e-13,3788471.1150001152
4.2784810126582276,5.32877741241813,3.9569363233822484e-14,3606876.77625011
4.2784810126582276,5.408311403648252,6.805008583528314e-14,3423107.655000104
4.2784810126582276,5.487845394878374,8.785253282705374e-15,3242600.7075000987
4.2784810126582276,5.567379386108494,6.054314300552401e-13,3096890.2800000943
4.2784810126582276,5.646913377338616,1.806958470061115e-13,2931606.810000089
4.2784810126582276,5.726447368568738,2.3817332765845366e-13,2769585.513750084
4.2784810126582276,5.805981359798858,1.4645542130659504e-13,2608651.6087500793
4.2784810126582276,5.88551535102898,1.837348569538381e-12,2452067.268750075
4.2784810126582276,5.9650493422591016,9.800764968081724e-14,2305269.45000007
4.2784810126582276,6.044583333489222,4.402407062439925e-13,2154122.0662500653
4.2784810126582276,6.124117324719344,2.6616407627331443e-13,2006236.856250061
4.2784810126582276,6.2036513159494655,4.486240814248475e-13,1861613.8200000566
4.2784810126582276,6.283185307179586,1.479327969792994e-13,-1720252.9575000524
4.334177215189873,0.0,1.4765463118967037e-13,-1683281.6550000513
4.334177215189873,0.07953399123012135,8.742101848224227e-14,-1824642.5175000555
4.334177215189873,0.1590679824602427,5.967127506784345e-13,-1970352.94500006
4.334177215189873,0.23860197369036407,7.508785089772164e-13,-2119325.5462500644
4.334177215189873,0.3181359649204854,3.3224830873195503e-13,-2271560.321250069
4.334177215189873,0.39766995615060674,2.44248601877844e-13,-2422707.7050000736
4.334177215189873,0.47720394738072813,4.8869179933414656e-14,-2577117.2625000784
4.334177215189873,0.5567379386108494,4.387059443293062e-14,-2738051.1675000833
4.334177215189873,0.6362719298409708,2.0972614058902892e-12,-2901159.8550000885
4.334177215189873,0.7158059210710922,1.2096880037377995e-14,-3071880.2812500936
4.334177215189873,0.7953399123012135,2.326214010215898e-14,-3214328.535000098
4.334177215189873,0.8748739035313349,1.3800672542007672e-13,-3394835.4825001033
4.334177215189873,0.9544078947614563,1.0657528508935732e-13,-3579691.995000109
4.334177215189873,1.0339418859915777,1.292142526894672e-13,-3764548.5075001144
4.334177215189873,1.1134758772216988,2.270829412828146e-12,-3949405.02000012
4.334177215189873,1.1930098684518202,6.7187807272353326e-15,-4138611.097500126
4.334177215189873,1.2725438596819416,1.880010099429668e-14,4339778.478750132
4.334177215189873,1.352077850912063,2.890573517049628e-15,4149485.0100001264
4.334177215189873,1.4316118421421844,9.15298231089252e-13,3932006.7600001195
4.334177215189873,1.5111458333723056,5.230701397189432e-14,3723227.6400001133
4.334177215189873,1.590679824602427,2.8432583756011533e-15,3507924.172500107
4.334177215189873,1.6702138158325484,3.206474595725713e-14,3294795.4875001004
4.334177215189873,1.7497478070626697,1.0711164991549576e-13,3078404.6287500937
4.334177215189873,1.8292817982927911,1.3054257146625076e-13,2862013.770000087
4.334177215189873,1.9088157895229125,1.0690826445549787e-14,2646710.302500081
4.334177215189873,1.9883497807530337,3.803823824854539e-13,2430319.443750074
4.334177215189873,2.0678837719831553,5.2033679659780997e-14,2206316.846250067
4.334177215189873,2.1474177632132765,2.9430457022697895e-14,1993188.1612500607
4.334177215189873,2.2269517544433977,1.4212265890580277e-14,1774622.520000054
4.334177215189873,2.3064857456735193,4.213149791548858e-14,1560406.4437500476
4.334177215189873,2.3860197369036404,1.078435434489144e-13,1347277.758750041
4.334177215189873,2.465553728133762,2.5773083341238623e-14,1138498.6387500346
4.334177215189873,2.5450877193638832,7.756303139542025e-13,934069.0837500284
4.334177215189873,2.6246217105940044,1.3787169568477875e-13,733989.0937500224
4.334177215189873,2.704155701824126,1.4128811853189323e-14,539346.0600000165
4.334177215189873,2.783689693054247,3.036006646138541e-13,345790.4175000105
4.334177215189873,2.863223684284369,4.783021066266983e-14,154409.5575000047
4.334177215189873,2.94275767551449,8.606030585737442e-14,-25009.998750000763
4.334177215189873,3.022291666744611,1.462042115110981e-13,692668.2262500211
4.334177215189873,3.1018256579747328,1.7992021689327266e-13,-370800.4162500113
4.334177215189873,3.181359649204854,1.3838479037400832e-12,370800.4162500113
4.334177215189873,3.2608936404349755,1.9641480004042294e-13,-692668.2262500211
4.334177215189873,3.3404276316650967,1.2987604213856134e-14,25009.998750000763
4.334177215189873,3.419961622895218,1.1170817582094273e-14,-154409.5575000047
4.334177215189873,3.4994956141253395,1.1426459945840085e-14,-345790.4175000105
4.334177215189873,3.5790296053554607,2.3379031878239135e-13,-539346.0600000165
4.334177215189873,3.6585635965855823,2.7845447033525244e-15,-733989.0937500224
4.334177215189873,3.7380975878157034,5.317485025548181e-14,-934069.0837500284
4.334177215189873,3.817631579045825,5.843161563698068e-14,-1138498.6387500346
4.334177215189873,3.8971655702759462,1.4501744151843105e-12,-1347277.758750041
4.334177215189873,3.9766995615060674,1.3865415105940016e-14,-1560406.4437500476
4.334177215189873,4.056233552736189,3.204428511085181e-15,-1774622.520000054
4.334177215189873,4.135767543966311,3.0458211751351424e-13,-1993188.1612500607
4.334177215189873,4.215301535196431,1.0285307329150026e-14,-2206316.846250067
4.334177215189873,4.294835526426553,8.505750453523369e-16,-2430319.443750074
4.334177215189873,4.374369517656675,1.3429574131687964e-13,-2646710.302500081
4.334177215189873,4.453903508886795,6.197769779668736e-15,-2862013.770000087
4.334177215189873,4.533437500116917,7.74204987904165e-15,-3079492.0200000936
4.334177215189873,4.6129714913470385,3.492335072025866e-15,-3294795.4875001004
4.334177215189873,4.692505482577159,2.0593175131916015e-13,-3507924.172500107
4.334177215189873,4.772039473807281,4.792369981863709e-13,-3723227.6400001133
4.334177215189873,4.8515734650374025,6.732472351528807e-14,-3932006.7600001195
4.334177215189873,4.931107456267524,6.158979458498835e-13,-4149485.0100001264
4.334177215189873,5.010641447497645,2.24790198337633e-15,-4339778.478750132
4.334177215189873,5.0901754387277665,3.157672349979441e-13,4138611.097500126
4.334177215189873,5.169709429957888,1.378356190419365e-15,3949405.02000012
4.334177215189873,5.249243421188009,8.045723114499304e-15,3764548.5075001144
4.334177215189873,5.32877741241813,9.346202026751136e-14,3579691.995000109
4.334177215189873,5.408311403648252,3.825952436747756e-15,3394835.4825001033
4.334177215189873,5.487845394878374,1.4171270241311435e-13,3214328.535000098
4.334177215189873,5.567379386108494,2.12716236473758e-14,3071880.2812500936
4.334177215189873,5.646913377338616,8.619209257509487e-14,2901159.8550000885
4.334177215189873,5.726447368568738,2.0567426195057027e-12,2738051.1675000833
4.334177215189873,5.805981359798858,8.83974905825661e-14,2577117.2625000784
4.334177215189873,5.88551535102898,1.293589732223644e-13,2422707.7050000736
4.334177215189873,5.9650493422591016,6.334902143634701e-13,2271560.321250069
4.334177215189873,6.044583333489222,1.263575873853072e-13,2119325.5462500644
4.334177215189873,6.124117324719344,9.151184825821469e-14,1970352.94500006
4.334177215189873,6.2036513159494655,2.6127740998607497e-13,1824642.5175000555
4.334177215189873,6.283185307179586,1.4765463118949407e-13,-1683281.6550000513
4.389873417721519,0.0,1.1496611564905563e-13,-1646310.35250005
4.389873417721519,0.07953399123012135,7.825777191174722e-14,-1788758.6062500544
4.389873417721519,0.1590679824602427,3.3833749579060304e-13,-1935556.425000059
4.389873417721519,0.23860197369036407,1.2061719509036123e-13,-2084529.0262500634
4.389873417721519,0.3181359649204854,6.748956476110499e-14,-2237851.1925000683
4.389873417721519,0.39766995615060674,6.836838701386682e-14,-2393348.141250073
4.389873417721519,0.47720394738072813,5.724933425365154e-13,-2546670.3075000774
4.389873417721519,0.5567379386108494,2.2621264424401766e-13,-2705429.430000082
4.389873417721519,0.6362719298409708,1.6280356322987293e-14,-2870712.9000000875
4.389873417721519,0.7158059210710922,4.356874971859232e-14,-3046870.282500093
4.389873417721519,0.7953399123012135,8.887630642178127e-15,-3181706.7975000967
4.389873417721519,0.8748739035313349,1.298545261206457e-12,-3365475.9187501026
4.389873417721519,0.9544078947614563,1.94667114169546e-13,-3549245.040000108
4.389873417721519,1.0339418859915777,1.0596876982642638e-14,-3737363.726250114
4.389873417721519,1.1134758772216988,5.702156559561606e-14,-3926569.8037501196
4.389873417721519,1.1930098684518202,3.9101611121120674e-14,-4120125.4462501253
4.389873417721519,1.2725438596819416,2.5747296076271347e-13,-4328904.566250131
4.389873417721519,1.352077850912063,8.871649928089083e-15,4173407.617500127
4.389873417721519,1.4316118421421844,1.3887883035967672e-14,3959191.5412501204
4.389873417721519,1.5111458333723056,7.766391270946184e-13,3747150.247500114
4.389873417721519,1.590679824602427,6.721495862922657e-13,3535108.9537501074
4.389873417721519,1.6702138158325484,1.6843420001252393e-13,3317630.703750101
4.389873417721519,1.7497478070626697,2.7712273495653443e-14,3100152.4537500944
4.389873417721519,1.8292817982927911,9.491507543139895e-13,2882674.203750088
4.389873417721519,1.9088157895229125,2.9117358000227333e-13,2665195.953750081
4.389873417721519,1.9883497807530337,1.973404116868576e-12,2448805.0950000747
4.389873417721519,2.0678837719831553,7.734841890177358e-15,2222627.715000068
4.389873417721519,2.1474177632132765,9.419563999631516e-14,2007324.247500061
4.389873417721519,2.2269517544433977,1.8932483074053387e-15,1787671.2150000543
4.389873417721519,2.3064857456735193,8.541817088179516e-14,1572367.7475000478
4.389873417721519,2.3860197369036404,2.2269943171419416e-13,1358151.6712500413
4.389873417721519,2.465553728133762,5.572095224220886e-15,1148285.1600000348
